PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2022,Stonemasons,detailed,**,**,**,**,17.16,"35,700",14.2,12.40,13.38,15.42,20.58,25.37,"25,790","27,820","32,080","42,820","52,770",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2031,Carpenters,detailed,"4,400",13.7,4.352,0.94,29.24,"60,820",3.2,18.20,22.61,28.26,35.93,43.43,"37,850","47,020","58,780","74,740","90,320",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2041,Carpet Installers,detailed,670,23.5,0.657,3.51,26.68,"55,500",14.7,10.61,12.36,25.50,39.99,49.35,"22,080","25,720","53,050","83,180","102,650",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,420,25.8,0.415,5.83,29.47,"61,300",11.4,15.01,18.39,28.95,38.91,45.34,"31,220","38,260","60,230","80,930","94,320",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2044,Tile and Marble Setters,detailed,680,23.6,0.670,2.64,21.85,"45,450",4.1,12.69,15.67,20.35,27.78,33.90,"26,390","32,590","42,330","57,780","70,510",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2051,Cement Masons and Concrete Finishers,detailed,"1,750",26.0,1.729,1.46,24.05,"50,030",3.5,16.11,19.61,24.96,28.40,30.66,"33,510","40,800","51,920","59,060","63,770",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2061,Construction Laborers,detailed,"4,790",12.2,4.735,0.74,21.70,"45,130",2.3,13.28,15.72,20.33,27.00,33.28,"27,620","32,700","42,290","56,170","69,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,120,40.7,0.120,0.31,26.87,"55,890",7.0,19.49,21.67,26.51,32.70,36.01,"40,550","45,080","55,150","68,020","74,890",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,710,13.7,0.699,0.27,33.35,"69,380",2.1,23.22,29.48,33.93,37.54,43.10,"48,290","61,310","70,570","78,090","89,650",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2081,Drywall and Ceiling Tile Installers,detailed,"1,260",24.3,1.249,1.95,34.29,"71,330",3.9,16.36,21.73,38.46,44.17,47.81,"34,030","45,210","79,990","91,860","99,450",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2082,Tapers,detailed,510,19.5,0.507,3.99,34.11,"70,950",5.3,17.42,26.31,37.95,43.10,46.13,"36,240","54,730","78,930","89,660","95,940",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2111,Electricians,detailed,"4,090",9.0,4.046,0.94,36.59,"76,100",3.5,19.04,27.27,34.89,46.63,57.86,"39,600","56,730","72,560","96,990","120,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2121,Glaziers,detailed,400,44.1,0.396,1.23,34.42,"71,600",5.1,20.84,27.08,34.85,43.07,47.65,"43,340","56,330","72,490","89,580","99,110",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2141,"Painters, Construction and Maintenance",detailed,"2,440",8.1,2.409,1.56,26.20,"54,500",4.9,16.38,20.45,25.86,32.78,36.64,"34,060","42,530","53,790","68,180","76,210",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2151,Pipelayers,detailed,150,44.0,0.147,0.50,26.40,"54,900",4.6,19.89,25.13,27.37,29.62,31.01,"41,360","52,270","56,940","61,610","64,500",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"2,490",17.4,2.462,0.87,33.22,"69,090",4.8,18.66,24.51,29.10,42.70,53.93,"38,810","50,980","60,520","88,810","112,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2161,Plasterers and Stucco Masons,detailed,290,27.1,0.291,1.79,24.60,"51,160",17.3,15.23,17.15,21.62,28.79,43.88,"31,690","35,660","44,980","59,880","91,270",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2171,Reinforcing Iron and Rebar Workers,detailed,70,12.4,0.072,0.50,24.63,"51,220",8.0,16.41,18.41,23.72,30.14,35.30,"34,120","38,290","49,330","62,690","73,420",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2181,Roofers,detailed,"1,180",23.1,1.170,1.47,25.17,"52,360",2.7,17.76,22.05,25.95,28.88,31.07,"36,940","45,870","53,970","60,080","64,630",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2211,Sheet Metal Workers,detailed,810,32.8,0.799,0.81,37.14,"77,250",5.1,17.15,25.71,38.92,48.79,55.69,"35,670","53,470","80,960","101,480","115,830",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2221,Structural Iron and Steel Workers,detailed,**,**,**,**,30.46,"63,350",7.2,20.17,24.45,32.15,36.42,39.02,"41,960","50,860","66,860","75,760","81,160",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2231,Solar Photovoltaic Installers,detailed,260,49.9,0.255,5.12,21.38,"44,470",3.2,17.07,19.41,21.36,23.30,26.60,"35,500","40,370","44,420","48,470","55,320",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,170,32.4,0.167,1.00,15.38,"32,000",8.4,10.26,11.53,13.47,16.19,29.33,"21,350","23,980","28,010","33,680","61,000",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-3012,Helpers--Carpenters,detailed,140,30.8,0.137,0.50,16.65,"34,630",7.6,9.35,12.01,15.21,21.32,25.60,"19,440","24,980","31,640","44,350","53,250",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-3013,Helpers--Electricians,detailed,370,45.9,0.366,0.70,18.74,"38,980",7.3,12.77,14.71,17.92,22.23,27.07,"26,560","30,610","37,280","46,250","56,300",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,70,40.3,0.074,0.92,16.31,"33,920",15.8,11.01,12.73,14.94,20.69,22.71,"22,890","26,480","31,070","43,030","47,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,**,**,**,**,19.61,"40,800",9.8,11.31,16.18,19.63,22.85,27.43,"23,520","33,650","40,840","47,520","57,040",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-3019,"Helpers, Construction Trades, All Other",detailed,**,**,**,**,16.26,"33,810",4.7,12.35,13.19,14.58,18.23,23.75,"25,680","27,430","30,330","37,920","49,390",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-4011,Construction and Building Inspectors,detailed,440,18.2,0.434,0.65,42.39,"88,170",3.9,24.09,35.72,43.48,49.99,58.22,"50,100","74,300","90,430","103,970","121,110",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-4041,Hazardous Materials Removal Workers,detailed,140,22.4,0.142,0.46,20.86,"43,390",3.2,14.96,16.56,19.01,23.64,31.97,"31,130","34,440","39,540","49,180","66,490",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-4051,Highway Maintenance Workers,detailed,320,35.7,0.316,0.31,27.35,"56,890",3.4,16.70,19.31,27.74,33.84,37.37,"34,740","40,170","57,690","70,390","77,730",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,**,**,**,**,27.99,"58,220",8.2,17.34,21.23,26.85,33.94,42.80,"36,070","44,150","55,850","70,590","89,020",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-4099,"Construction and Related Workers, All Other",detailed,130,29.9,0.126,0.54,26.18,"54,460",21.5,12.31,14.40,18.89,39.79,45.53,"25,600","29,940","39,280","82,760","94,700",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-0000,"Installation, Maintenance, and Repair Occupations",major,"23,950",3.0,23.669,0.61,27.05,"56,260",1.5,14.03,18.13,25.90,34.57,42.60,"29,190","37,710","53,870","71,900","88,610",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"1,920",6.9,1.894,0.59,39.47,"82,090",2.4,25.06,30.37,38.23,47.98,56.82,"52,120","63,160","79,530","99,800","118,190",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"1,090",17.7,1.076,1.40,21.87,"45,500",4.2,11.53,16.54,21.21,26.47,32.73,"23,980","34,410","44,120","55,050","68,090",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,250,38.1,0.249,2.42,24.62,"51,210",28.1,12.82,14.00,25.20,32.16,42.49,"26,660","29,130","52,410","66,880","88,370",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"1,380",13.7,1.368,0.86,30.61,"63,670",3.3,19.12,24.79,30.91,35.65,39.34,"39,770","51,570","64,290","74,140","81,830",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,**,**,**,**,19.86,"41,310",3.0,15.34,16.20,17.65,23.25,29.42,"31,900","33,700","36,700","48,370","61,200",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,110,25.7,0.108,1.05,36.99,"76,940",7.2,24.19,31.17,39.64,44.77,47.84,"50,300","64,830","82,450","93,120","99,520",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,590,18.2,0.583,1.16,27.17,"56,510",5.1,15.88,18.02,25.55,35.43,40.59,"33,020","37,470","53,140","73,700","84,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,90,34.7,0.087,0.52,36.50,"75,930",4.6,28.24,32.19,35.83,40.66,46.84,"58,750","66,960","74,520","84,580","97,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,**,**,**,**,11.95,"24,850",8.8,9.70,10.38,11.50,13.29,14.46,"20,180","21,580","23,920","27,640","30,080",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-2098,Security and Fire Alarm Systems Installers,detailed,560,22.1,0.554,1.18,28.30,"58,860",5.7,17.56,20.96,27.03,35.56,42.72,"36,520","43,600","56,220","73,960","88,860",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3011,Aircraft Mechanics and Service Technicians,detailed,180,18.2,0.175,0.19,33.21,"69,070",3.1,24.50,29.76,33.16,37.56,44.07,"50,960","61,900","68,980","78,120","91,660",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3021,Automotive Body and Related Repairers,detailed,810,7.1,0.801,0.77,24.84,"51,680",3.6,15.84,19.62,24.25,30.33,35.68,"32,940","40,800","50,430","63,090","74,210",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3023,Automotive Service Technicians and Mechanics,detailed,"3,010",7.0,2.973,0.64,25.59,"53,230",2.8,15.57,18.55,24.76,32.09,37.26,"32,380","38,590","51,500","66,740","77,500",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,710,16.0,0.699,0.38,31.16,"64,800",7.3,17.70,22.10,31.28,41.03,45.79,"36,810","45,970","65,050","85,350","95,240",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3041,Farm Equipment Mechanics and Service Technicians,detailed,80,45.2,0.081,0.30,22.97,"47,770",7.8,11.46,16.40,21.94,28.30,36.13,"23,840","34,110","45,630","58,860","75,150",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,290,29.9,0.285,0.32,30.49,"63,420",6.1,17.55,24.84,29.91,38.65,45.11,"36,500","51,670","62,210","80,390","93,830",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3052,Motorcycle Mechanics,detailed,70,40.4,0.072,0.62,21.54,"44,800",8.2,13.27,16.10,20.39,26.44,33.03,"27,610","33,480","42,410","54,990","68,700",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,**,**,**,**,19.49,"40,550",8.0,11.94,16.60,20.58,22.51,23.66,"24,830","34,520","42,810","46,810","49,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-3093,Tire Repairers and Changers,detailed,300,20.2,0.293,0.38,15.45,"32,130",7.4,10.07,11.09,14.03,20.52,22.83,"20,940","23,060","29,190","42,690","47,480",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,80,32.2,0.083,0.27,27.82,"57,870",2.2,17.09,20.72,27.91,33.97,38.06,"35,540","43,090","58,060","70,650","79,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,790,21.6,0.785,0.39,38.34,"79,750",7.0,24.42,31.02,36.33,46.28,57.82,"50,800","64,520","75,570","96,260","120,260",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9031,Home Appliance Repairers,detailed,80,36.9,0.077,0.31,20.29,"42,200",4.6,13.83,16.12,18.63,25.82,28.91,"28,770","33,520","38,750","53,710","60,120",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9041,Industrial Machinery Mechanics,detailed,"1,140",14.3,1.125,0.48,30.84,"64,150",3.5,17.40,24.86,30.84,37.53,44.65,"36,190","51,710","64,150","78,070","92,880",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9043,"Maintenance Workers, Machinery",detailed,330,34.1,0.325,0.48,21.00,"43,670",5.3,12.12,14.48,18.14,27.55,34.02,"25,220","30,110","37,730","57,300","70,750",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9051,Electrical Power-Line Installers and Repairers,detailed,200,14.8,0.196,0.23,45.82,"95,300",5.2,27.31,37.50,50.49,55.41,58.37,"56,810","78,010","105,030","115,260","121,400",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9052,Telecommunications Line Installers and Repairers,detailed,830,18.2,0.825,1.07,31.86,"66,280",3.5,21.40,31.15,33.68,36.20,37.72,"44,500","64,800","70,060","75,300","78,450",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,**,**,**,**,32.98,"68,590",14.0,18.48,26.22,31.28,38.13,51.88,"38,440","54,540","65,060","79,310","107,910",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9071,"Maintenance and Repair Workers, General",detailed,"6,110",4.6,6.039,0.63,23.36,"48,580",2.2,13.16,16.32,21.42,29.48,37.00,"27,370","33,950","44,550","61,320","76,970",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,50,39.9,0.046,0.20,14.19,"29,510",8.9,9.69,10.35,11.44,16.90,24.71,"20,150","21,520","23,800","35,160","51,400",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9094,Locksmiths and Safe Repairers,detailed,280,40.6,0.275,2.13,27.30,"56,780",13.5,17.48,20.64,25.06,34.01,42.22,"36,350","42,940","52,130","70,730","87,820",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,740,16.5,0.733,0.81,16.49,"34,300",4.5,11.79,13.31,15.58,18.99,22.95,"24,510","27,690","32,410","39,490","47,740",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,810,18.7,0.801,0.77,23.15,"48,160",5.4,12.86,14.58,19.74,30.61,38.55,"26,750","30,320","41,050","63,660","80,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-0000,Production Occupations,major,"52,330",3.7,51.716,0.79,19.55,"40,660",1.3,10.46,12.97,17.29,23.71,31.98,"21,760","26,970","35,970","49,330","66,520",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"3,270",6.3,3.228,0.74,32.55,"67,710",3.0,14.94,20.99,30.90,42.73,53.05,"31,080","43,660","64,270","88,880","110,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,290,2.6,0.284,0.91,28.51,"59,310",3.8,23.60,25.59,28.37,32.14,35.74,"49,090","53,240","59,020","66,850","74,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2022,Electrical and Electronic Equipment Assemblers,detailed,"7,710",14.2,7.623,4.95,18.22,"37,900",2.2,10.82,13.38,17.15,22.05,27.65,"22,510","27,840","35,670","45,860","57,500",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2023,Electromechanical Equipment Assemblers,detailed,"1,180",26.2,1.162,3.45,18.14,"37,730",5.8,10.38,12.14,16.47,22.90,29.05,"21,590","25,250","34,250","47,630","60,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2031,Engine and Other Machine Assemblers,detailed,100,40.6,0.098,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2041,Structural Metal Fabricators and Fitters,detailed,310,26.9,0.302,0.52,17.28,"35,940",7.6,10.34,12.29,15.20,20.46,26.68,"21,500","25,560","31,630","42,560","55,490",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2092,Team Assemblers,detailed,"4,780",10.2,4.723,0.58,16.48,"34,270",2.2,10.50,12.44,15.43,19.07,24.49,"21,850","25,870","32,100","39,680","50,930",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-2099,"Assemblers and Fabricators, All Other",detailed,"1,500",13.7,1.485,0.89,17.18,"35,740",5.5,9.43,10.69,16.06,21.19,27.99,"19,600","22,240","33,410","44,080","58,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3011,Bakers,detailed,"1,830",13.9,1.808,1.41,14.17,"29,480",2.3,10.09,11.85,13.58,16.01,18.90,"20,990","24,650","28,240","33,290","39,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3021,Butchers and Meat Cutters,detailed,"1,130",7.9,1.119,1.12,17.09,"35,550",4.2,10.51,12.07,17.06,21.66,23.89,"21,860","25,100","35,480","45,050","49,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,380,39.4,0.380,0.34,13.71,"28,510",9.4,9.45,10.12,11.28,17.54,22.61,"19,660","21,050","23,470","36,490","47,030",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3023,Slaughterers and Meat Packers,detailed,40,47.5,0.039,0.07,17.39,"36,160",17.7,10.13,11.27,16.79,24.13,27.65,"21,080","23,440","34,920","50,180","57,510",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3092,Food Batchmakers,detailed,370,26.3,0.370,0.38,12.75,"26,530",4.1,9.43,10.05,11.52,14.45,18.23,"19,610","20,900","23,960","30,060","37,910",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3093,Food Cooking Machine Operators and Tenders,detailed,230,47.8,0.229,0.91,12.50,"26,000",6.9,9.26,9.54,11.43,14.11,18.41,"19,260","19,840","23,780","29,350","38,300",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-3099,"Food Processing Workers, All Other",detailed,**,**,**,**,12.00,"24,960",6.1,9.42,9.99,11.01,13.11,16.97,"19,590","20,790","22,900","27,270","35,290",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,710,23.3,0.706,0.66,19.91,"41,410",4.0,14.15,16.07,18.16,24.01,28.54,"29,430","33,420","37,780","49,940","59,370",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,370,27.5,0.367,1.97,31.16,"64,800",4.6,23.34,25.84,29.01,36.77,44.48,"48,540","53,740","60,350","76,480","92,520",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,170,44.4,0.167,0.32,17.10,"35,560",12.1,9.78,10.68,12.94,22.46,32.20,"20,340","22,220","26,910","46,720","66,980",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,810,15.5,0.796,0.56,17.75,"36,920",3.8,11.24,14.22,17.48,21.15,24.04,"23,380","29,580","36,360","43,990","50,010",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,90,48.3,0.087,0.81,19.29,"40,130",4.2,12.29,15.20,18.33,23.26,27.98,"25,560","31,610","38,120","48,380","58,200",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,750,22.4,0.740,1.39,17.45,"36,300",5.9,10.69,12.76,15.51,20.10,27.97,"22,230","26,540","32,270","41,810","58,180",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,400,28.3,0.393,1.35,18.39,"38,260",4.8,11.13,14.59,17.71,21.77,26.75,"23,160","30,340","36,830","45,280","55,640",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,**,**,**,**,20.16,"41,940",4.9,12.35,16.01,18.76,24.33,30.04,"25,680","33,290","39,010","50,610","62,480",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4041,Machinists,detailed,"3,270",9.7,3.234,1.12,23.23,"48,320",3.6,11.97,15.78,21.95,29.41,37.07,"24,890","32,820","45,660","61,160","77,100",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4061,"Model Makers, Metal and Plastic",detailed,60,48.0,0.061,1.32,21.80,"45,350",4.3,15.85,17.70,21.19,26.17,29.43,"32,980","36,830","44,080","54,420","61,210",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,240,31.1,0.237,0.24,16.97,"35,290",2.6,10.30,12.78,16.50,20.50,23.41,"21,430","26,580","34,320","42,640","48,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4111,Tool and Die Makers,detailed,110,34.4,0.106,0.20,27.89,"58,010",4.1,16.55,21.38,28.26,34.29,38.73,"34,430","44,480","58,790","71,330","80,570",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"1,590",17.5,1.567,0.56,20.89,"43,460",4.2,13.11,15.38,18.89,25.04,29.73,"27,270","31,990","39,300","52,090","61,850",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,100,37.5,0.096,0.25,21.95,"45,660",4.3,13.23,16.69,21.46,26.73,31.70,"27,510","34,710","44,640","55,600","65,940",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,30,46.5,0.031,0.21,24.60,"51,160",5.3,15.41,18.29,23.84,31.60,36.55,"32,060","38,040","49,590","65,730","76,030",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,350,24.7,0.349,1.35,16.76,"34,860",2.7,11.31,13.47,16.34,19.22,22.94,"23,520","28,020","33,990","39,970","47,710",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-4199,"Metal Workers and Plastic Workers, All Other",detailed,50,16.7,0.051,0.32,19.93,"41,460",5.1,11.09,14.10,18.56,23.84,28.98,"23,070","29,330","38,610","49,580","60,280",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-5111,Prepress Technicians and Workers,detailed,**,**,**,**,21.85,"45,450",3.0,13.35,16.34,21.18,26.67,32.02,"27,760","33,990","44,050","55,470","66,600",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-5112,Printing Press Operators,detailed,510,15.4,0.504,0.41,18.57,"38,620",6.2,10.65,13.35,17.29,22.75,29.15,"22,160","27,760","35,970","47,330","60,630",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-5113,Print Binding and Finishing Workers,detailed,**,**,**,**,16.91,"35,180",6.4,9.68,11.58,15.69,20.48,26.32,"20,130","24,090","32,630","42,600","54,740",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-6011,Laundry and Dry-Cleaning Workers,detailed,810,14.7,0.797,0.55,12.81,"26,650",4.0,9.54,10.37,12.07,14.47,17.46,"19,850","21,570","25,100","30,100","36,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,380,16.3,0.372,1.06,12.05,"25,050",3.6,9.82,10.72,12.12,13.56,14.42,"20,420","22,290","25,210","28,200","30,000",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-6031,Sewing Machine Operators,detailed,250,21.9,0.244,0.24,12.49,"25,970",4.7,9.39,10.10,11.74,13.88,15.90,"19,520","21,000","24,420","28,870","33,080",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,80,45.2,0.076,0.53,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-6093,Upholsterers,detailed,110,33.8,0.106,0.48,15.62,"32,480",10.1,10.20,12.22,14.24,17.07,19.09,"21,210","25,420","29,630","35,500","39,710",,
